scope,id,ja,ko,en,source_commit
global,1585,ロトムじてんしゃ,로토무자전거,Rotom Bike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1586,ロトムじてんしゃ,로토무자전거,Rotom Bike,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1587,けいけんおまもり,경험부적,Exp. Charm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1588,ヨロイこうせき,갑옷광석,Armorite Ore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1589,あかしのおまもり,증표의부적,Mark Charm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1590,キズナのタヅナ,유대의고삐,Reins of Unity,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1591,キズナのタヅナ,유대의고삐,Reins of Unity,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1592,ガラナツリース,가라두구머리장식,Galarica Wreath,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1593,でんせつのメモ１,전설의메모1,Legendary Clue 1,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1594,でんせつのメモ２,전설의메모2,Legendary Clue 2,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1595,でんせつのメモ３,전설의메모3,Legendary Clue 3,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1596,でんせつのメモ？,전설의메모?,Legendary Clue?,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1597,カンムリパス,왕관패스,Crown Pass,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1598,きぼりのかんむり,목각왕관,Wooden Crown,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1599,かがやくはなびら,빛나는꽃잎,Radiant Petal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1600,しろいたてがみ,하얀갈기,White Mane Hair,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1601,くろいたてがみ,검은갈기,Black Mane Hair,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1602,つめたいにんじん,차가운당근,Iceroot Carrot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1603,くろいにんじん,검은당근,Shaderoot Carrot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1604,マックスこうせき,맥스광석,Dynite Ore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1605,にんじんのタネ,당근씨,Carrot Seeds,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1606,とくせいパッチ,특성패치,Ability Patch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1607,キズナのタヅナ,유대의고삐,Reins of Unity,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1608,ときのシズメダマ,시간의진정환,Time Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1609,そらのシズメダマ,공간의진정환,Space Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1610,しずめだま,진정환,Mysterious Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1611,つながりのヒモ,연결의끈,Linking Cord,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1612,ふるさとマフィン,고향머핀,Hometown Muffin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1613,ぼんぐりのみ,규토리열매,Apricorn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1614,コトブキマフィン,축복머핀,Jubilife Muffin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1615,マルチアップ,멀티업,Aux Powerguard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1616,クリティカッター,크리티컬커터,Dire Hit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1617,こだわりちまき,구애잎사귀떡,Choice Dumpling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1618,にばいづけ,두배절임,Twice-Spiced Radish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1619,あべこべやき,뒤바뀜구이,Swap Snack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1620,タマゼンマイ,둥근고비,Caster Fern,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1621,かいでんのタネ,숙달의씨,Seed of Mastery,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1622,モンスターボール,몬스터볼,Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1623,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1624,えいえんのこおり,영원한얼음,Eternal Ice,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1625,ユクシーのつめ,유크시의손톱,Uxie’s Claw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1626,アグノムのきば,아그놈의이빨,Azelf’s Fang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1627,エムリットのはね,엠라이트의깃털,Mesprit’s Plume,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1628,たまいし,옥돌,Tumblestone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1629,カミナギのふえ,공신의피리,Celestica Flute,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1630,カンポーやく,한방약,Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1631,いいカンポーやく,좋은한방약,Fine Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1632,きらきらミツ,반짝반짝꿀,Dazzling Honey,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1633,いきいきイナホ,싱싱이삭,Hearty Grains,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1634,ころころマメ,통통콩,Plump Beans,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1635,もちもちキノコ,쫄깃쫄깃버섯,Springy Mushroom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1636,ごりごりミネラル,단단미네랄,Crunchy Salt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1637,もくざい,목재,Wood,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1638,キングリーフ,킹리프,King’s Leaf,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1639,ぬまのシズメダマ,늪의진정환,Marsh Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1640,モンスターボール,몬스터볼,Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1641,スーパーボール,슈퍼볼,Great Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1642,ハイパーボール,하이퍼볼,Ultra Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1643,フェザーボール,페더볼,Feather Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1644,ポケモンこけし,포켓몬목각인형,Pokéshi Doll,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1645,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1646,めかくしだま,눈속임환,Smoke Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1647,ばりばりだま,팡팡환,Scatter Bang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1648,ねばりだま,끈끈환,Sticky Glob,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1649,ほしのかけら,별의조각,Star Piece,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1650,キノコよせだま,버섯유인환,Mushroom Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1651,ムシヨケソウ,벌레회피풀,Bugwort,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1652,ミツよせだま,꿀유인환,Honey Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1653,イナホよせだま,이삭유인환,Grain Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1654,マメよせだま,콩유인환,Bean Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1655,ミネラルよせだま,미네랄유인환,Salt Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1656,キズぐすり,상처약,Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1657,いいキズぐすり,좋은상처약,Super Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1658,すごいキズぐすり,고급상처약,Hyper Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1659,まんたんのくすり,풀회복약,Max Potion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1660,かいふくのくすり,회복약,Full Restore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1661,カンポーやく,한방약,Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1662,いいカンポーやく,좋은한방약,Fine Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1663,すごいカンポーやく,고급한방약,Superb Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1664,もりのヨウカン,숲의양갱,Old Gateau,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1665,コトブキマフィン,축복머핀,Jubilife Muffin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1666,なんでもなおし,만병통치제,Full Heal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1667,げんきのかけら,기력의조각,Revive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1668,げんきのかたまり,기력의덩어리,Max Revive,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1669,ピーピーリカバー,PP회복,Max Ether,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1670,ピーピーマックス,PP맥스,Max Elixir,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1671,ひそやかスプレー,살금살금스프레이,Stealth Spray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1672,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1673,せめのがんやく,공격의환약,Aux Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1674,まもりのがんやく,방어의환약,Aux Guard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1675,クリティカッター,크리티컬커터,Dire Hit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1676,ヨクアタラーヌ,잘-안맞기,Aux Evasion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1677,マルチアップ,멀티업,Aux Powerguard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1678,もりのシズメダマ,숲의진정환,Forest Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1679,てつのかけら,철조각,Iron Chunk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1680,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1681,くろいろたまいし,검은옥돌,Black Tumblestone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1682,そらいろたまいし,하늘색옥돌,Sky Tumblestone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1683,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1684,どろだんご,진흙경단,Ball of Mud,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1685,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1686,バリバリモ,팡팡마리모,Pop Pod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1687,ケムリイモ,연기토란,Sootfoot Root,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1688,むしくいぼんぐり,벌레먹은규토리,Spoiled Apricorn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1689,ゆきだま,눈덩이,Snowball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1690,ねばりだま,끈끈환,Sticky Glob,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1691,くろのきせき,검은휘석,Black Augurite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1692,ピートブロック,피트블록,Peat Block,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1693,ひそやかスプレー,살금살금스프레이,Stealth Spray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1694,クスリソウ,약초,Medicinal Leek,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1695,ゲンキノツボミ,기력의봉오리,Vivichoke,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1696,ピーピーグサ,PP풀,Pep-Up Plant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1697,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1698,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1699,みがわりおまもり２,대타부적2,Tempting Charm B,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1700,みがわりおまもり３,대타부적3,Tempting Charm P,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1701,ツルギマイタケ,칼춤버섯,Swordcap,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1702,テッペキクラゲ,철벽버섯,Iron Barktongue,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1703,カゲブンシメジ,그림자분신버섯,Doppel Bonnets,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1704,キュウショウロ,급소버섯,Direshroom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1705,スナハマダイコン,모래해변무,Sand Radish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1706,みがわりおまもり４,대타부적4,Tempting Charm T,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1707,みがわりおまもり５,대타부적5,Tempting Charm Y,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1708,スイートトリュフ,스위트러플,Candy Truffle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1709,よせだまのもと,유인환반죽,Cake-Lure Base,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1710,モンスターボール,몬스터볼,Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1711,スーパーボール,슈퍼볼,Great Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1712,ハイパーボール,하이퍼볼,Ultra Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1713,フェザーボール,페더볼,Feather Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1714,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1715,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1716,ばりばりだま,팡팡환,Scatter Bang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1717,めかくしだま,눈속임환,Smoke Bomb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1718,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1719,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1720,ポケモンこけし,포켓몬목각인형,Pokéshi Doll,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1721,かざんのシズメダマ,화산의진정환,Volcano Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1722,やまのシズメダマ,산의진정환,Mountain Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1723,ゆきのシズメダマ,눈의진정환,Snow Balm,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1724,ミツよせだま,꿀유인환,Honey Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1725,イナホよせだま,이삭유인환,Grain Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1726,マメよせだま,콩유인환,Bean Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1727,キノコよせだま,버섯유인환,Mushroom Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1728,ミネラルよせだま,미네랄유인환,Salt Cake,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1729,あべこべやき,뒤바뀜구이,Swap Snack,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1730,こだわりちまき,구애잎사귀떡,Choice Dumpling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1731,にばいづけ,두배절임,Twice-Spiced Radish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1732,あんぜんおまもり１,안전부적1,Survival Charm R,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1733,あんぜんおまもり２,안전부적2,Survival Charm B,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1734,あんぜんおまもり３,안전부적3,Survival Charm P,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1735,あんぜんおまもり４,안전부적4,Survival Charm T,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1736,あんぜんおまもり５,안전부적5,Survival Charm Y,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1737,やぶれたにっき,찢어진일기,Torn Journal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1738,けんこうおまもり１,건강부적1,Warding Charm R,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1739,けんこうおまもり２,건강부적2,Warding Charm B,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1740,けんこうおまもり３,건강부적3,Warding Charm P,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1741,けんこうおまもり４,건강부적4,Warding Charm T,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1742,けんこうおまもり５,건강부적5,Warding Charm Y,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1743,せきばんのかけら,석판조각,Wall Fragment,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1744,イダイトウだんご,대쓰여너경단,Basculegion Food,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1745,ふるいにっき,낡은일기,Old Journal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1746,ウイングボール,윙볼,Wing Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1747,ジェットボール,제트볼,Jet Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1748,ヘビーボール,헤비볼,Heavy Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1749,メガトンボール,메가톤볼,Leaden Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1750,ギガトンボール,기가톤볼,Gigaton Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1751,ウイングボール,윙볼,Wing Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1752,ジェットボール,제트볼,Jet Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1753,ヘビーボール,헤비볼,Heavy Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1754,ポフのみ,포흐열매,Hopo Berry,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1755,すごいカンポーやく,고급한방약,Superb Remedy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1756,せめのがんやく,공격의환약,Aux Power,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1757,まもりのがんやく,방어의환약,Aux Guard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1758,ヨクアタラーヌ,잘-안맞기,Aux Evasion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1759,ガンバリのすな,노력의모래,Grit Dust,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1760,ガンバリのじゃり,노력의자갈,Grit Gravel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1761,ガンバリのいし,노력의돌,Grit Pebble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1762,ガンバリのいわ,노력의바위,Grit Rock,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1763,ひでんのくすり,비전신약,Secret Medicine,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1764,みがわりおまもり１,대타부적1,Tempting Charm R,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1765,だれかのおとしもの,누군가의분실물,Lost Satchel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1766,だれかのおとしもの,누군가의분실물,Lost Satchel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1767,だれかのおとしもの,누군가의분실물,Lost Satchel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1768,だれかのおとしもの,누군가의분실물,Lost Satchel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1769,だれかのおとしもの,누군가의분실물,Lost Satchel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1770,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1771,オリジンボール,오리진볼,Origin Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1772,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1773,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1774,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1775,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1776,オリジンこうせき,오리진광석,Origin Ore,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1777,だいこんごうだま,큰금강옥,Adamant Crystal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1778,だいしらたま,큰백옥,Lustrous Globe,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1779,だいはっきんだま,큰백금옥,Griseous Core,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1780,まっさらプレート,순백플레이트,Blank Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1781,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1782,クラフトキット,공작키트,Crafting Kit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1783,メガトンボール,메가톤볼,Leaden Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1784,ギガトンボール,기가톤볼,Gigaton Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1785,ストレンジボール,스트레인지볼,Strange Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1786,ポケモンずかん,포켓몬 도감,Pokédex,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1787,ふるいポエム１,오래된 시1,Old Verse 1,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1788,ふるいポエム２,오래된 시2,Old Verse 2,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1789,ふるいポエム３,오래된 시3,Old Verse 3,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1790,ふるいポエム４,오래된 시4,Old Verse 4,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1791,？？？,???,???,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1792,ふるいポエム５,오래된 시5,Old Verse 5,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1793,ふるいポエム６,오래된 시6,Old Verse 6,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1794,ふるいポエム７,오래된 시7,Old Verse 7,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1795,ふるいポエム８,오래된 시8,Old Verse 8,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1796,ふるいポエム９,오래된 시9,Old Verse 9,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1797,ふるいポエム１０,오래된 시10,Old Verse 10,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1798,ふるいポエム１１,오래된 시11,Old Verse 11,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1799,ふるいポエム１２,오래된 시12,Old Verse 12,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1800,ふるいポエム１３,오래된 시13,Old Verse 13,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1801,ふるいポエム１４,오래된 시14,Old Verse 14,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1802,ふるいポエム１５,오래된 시15,Old Verse 15,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1803,ふるいポエム１６,오래된 시16,Old Verse 16,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1804,ふるいポエム１７,오래된 시17,Old Verse 17,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1805,ふるいポエム１８,오래된 시18,Old Verse 18,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1806,ふるいポエム１９,오래된 시19,Old Verse 19,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1807,ふるいポエム２０,오래된 시20,Old Verse 20,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1808,なぞのかけらＳ,수수께끼의조각S,Mysterious Shard S,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1809,なぞのかけらＬ,수수께끼의조각L,Mysterious Shard L,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1810,あなほりドリル,구멍파기드릴,Digger Drill,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1811,カントーのせきばん,관동의석판,Kanto Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1812,ジョウトのせきばん,성도의석판,Johto Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1813,こころのせきばん,마음의석판,Soul Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1814,にじのせきばん,무지개의석판,Rainbow Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1815,あらしのせきばん,폭풍의석판,Squall Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1816,たいかいのせきばん,대해의석판,Oceanic Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1817,たいりくのせきばん,대륙의석판,Tectonic Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1818,てんくうのせきばん,천공의석판,Stratospheric Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1819,いでんしのせきばん,유전자의석판,Genome Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1820,みちびきのせきばん,인도의석판,Discovery Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1821,やぶれたせきばん,깨어진석판,Distortion Slate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1822,ＤＳプレイヤー,DS플레이어,DS Sounds,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1823,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1824,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1825,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1826,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1827,,,,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1828,レジェンドプレート,레전드플레이트,Legend Plate,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1829,スマホロトム,스마트로토무,Rotom Phone,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1830,サンドウィッチ,샌드위치,Sandwich,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1831,コライドンのボール,코라이돈의 볼,Koraidon’s Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1832,ミライドンのボール,미라이돈의 볼,Miraidon’s Poké Ball,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
global,1833,テラスタルオーブ,테라스탈오브,Tera Orb,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
