id,ja,ko,en,source_commit
580,コアルヒー,꼬지보리,Ducklett,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
581,スワンナ,스완나,Swanna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
582,バニプッチ,바닐프티,Vanillite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
583,バニリッチ,바닐리치,Vanillish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
584,バイバニラ,배바닐라,Vanilluxe,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
585,シキジカ,사철록,Deerling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
586,メブキジカ,바라철록,Sawsbuck,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
587,エモンガ,에몽가,Emolga,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
588,カブルモ,딱정곤,Karrablast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
589,シュバルゴ,슈바르고,Escavalier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
590,タマゲタケ,깜놀버슬,Foongus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
591,モロバレル,뽀록나,Amoonguss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
592,プルリル,탱그릴,Frillish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
593,ブルンゲル,탱탱겔,Jellicent,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
594,ママンボウ,맘복치,Alomomola,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
595,バチュル,파쪼옥,Joltik,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
596,デンチュラ,전툴라,Galvantula,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
597,テッシード,철시드,Ferroseed,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
598,ナットレイ,너트령,Ferrothorn,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
599,ギアル,기어르,Klink,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
600,ギギアル,기기어르,Klang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
601,ギギギアル,기기기어르,Klinklang,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
602,シビシラス,저리어,Tynamo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
603,シビビール,저리릴,Eelektrik,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
604,シビルドン,저리더프,Eelektross,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
605,リグレー,리그레,Elgyem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
606,オーベム,벰크,Beheeyem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
607,ヒトモシ,불켜미,Litwick,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
608,ランプラー,램프라,Lampent,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
609,シャンデラ,샹델라,Chandelure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
610,キバゴ,터검니,Axew,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
611,オノンド,액슨도,Fraxure,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
612,オノノクス,액스라이즈,Haxorus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
613,クマシュン,코고미,Cubchoo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
614,ツンベアー,툰베어,Beartic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
615,フリージオ,프리지오,Cryogonal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
616,チョボマキ,쪼마리,Shelmet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
617,アギルダー,어지리더,Accelgor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
618,マッギョ,메더,Stunfisk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
619,コジョフー,비조푸,Mienfoo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
620,コジョンド,비조도,Mienshao,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
621,クリムガン,크리만,Druddigon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
622,ゴビット,골비람,Golett,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
623,ゴルーグ,골루그,Golurk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
624,コマタナ,자망칼,Pawniard,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
625,キリキザン,절각참,Bisharp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
626,バッフロン,버프론,Bouffalant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
627,ワシボン,수리둥보,Rufflet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
628,ウォーグル,워글,Braviary,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
629,バルチャイ,벌차이,Vullaby,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
630,バルジーナ,버랜지나,Mandibuzz,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
631,クイタラン,앤티골,Heatmor,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
632,アイアント,아이앤트,Durant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
633,モノズ,모노두,Deino,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
634,ジヘッド,디헤드,Zweilous,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
635,サザンドラ,삼삼드래,Hydreigon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
636,メラルバ,활화르바,Larvesta,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
637,ウルガモス,불카모스,Volcarona,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
638,コバルオン,코바르온,Cobalion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
639,テラキオン,테라키온,Terrakion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
640,ビリジオン,비리디온,Virizion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
641,トルネロス,토네로스,Tornadus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
642,ボルトロス,볼트로스,Thundurus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
643,レシラム,레시라무,Reshiram,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
644,ゼクロム,제크로무,Zekrom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
645,ランドロス,랜드로스,Landorus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
646,キュレム,큐레무,Kyurem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
647,ケルディオ,케르디오,Keldeo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
648,メロエッタ,메로엣타,Meloetta,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
649,ゲノセクト,게노세크트,Genesect,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
650,ハリマロン,도치마론,Chespin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
651,ハリボーグ,도치보구,Quilladin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
652,ブリガロン,브리가론,Chesnaught,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
653,フォッコ,푸호꼬,Fennekin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
654,テールナー,테르나,Braixen,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
655,マフォクシー,마폭시,Delphox,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
656,ケロマツ,개구마르,Froakie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
657,ゲコガシラ,개굴반장,Frogadier,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
658,ゲッコウガ,개굴닌자,Greninja,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
659,ホルビー,파르빗,Bunnelby,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
660,ホルード,파르토,Diggersby,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
661,ヤヤコマ,화살꼬빈,Fletchling,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
662,ヒノヤコマ,불화살빈,Fletchinder,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
663,ファイアロー,파이어로,Talonflame,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
664,コフキムシ,분이벌레,Scatterbug,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
665,コフーライ,분떠도리,Spewpa,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
666,ビビヨン,비비용,Vivillon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
667,シシコ,레오꼬,Litleo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
668,カエンジシ,화염레오,Pyroar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
669,フラベベ,플라베베,Flabébé,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
670,フラエッテ,플라엣테,Floette,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
671,フラージェス,플라제스,Florges,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
672,メェークル,메이클,Skiddo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
673,ゴーゴート,고고트,Gogoat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
674,ヤンチャム,판짱,Pancham,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
675,ゴロンダ,부란다,Pangoro,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
676,トリミアン,트리미앙,Furfrou,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
677,ニャスパー,냐스퍼,Espurr,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
678,ニャオニクス,냐오닉스,Meowstic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
679,ヒトツキ,단칼빙,Honedge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
680,ニダンギル,쌍검킬,Doublade,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
681,ギルガルド,킬가르도,Aegislash,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
682,シュシュプ,슈쁘,Spritzee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
683,フレフワン,프레프티르,Aromatisse,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
684,ペロッパフ,나룸퍼프,Swirlix,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
685,ペロリーム,나루림,Slurpuff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
686,マーイーカ,오케이징,Inkay,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
687,カラマネロ,칼라마네로,Malamar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
688,カメテテ,거북손손,Binacle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
689,ガメノデス,거북손데스,Barbaracle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
690,クズモー,수레기,Skrelp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
691,ドラミドロ,드래캄,Dragalge,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
692,ウデッポウ,완철포,Clauncher,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
693,ブロスター,블로스터,Clawitzer,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
694,エリキテル,목도리키텔,Helioptile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
695,エレザード,일레도리자드,Heliolisk,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
696,チゴラス,티고라스,Tyrunt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
697,ガチゴラス,견고라스,Tyrantrum,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
698,アマルス,아마루스,Amaura,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
699,アマルルガ,아마루르가,Aurorus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
700,ニンフィア,님피아,Sylveon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
701,ルチャブル,루차불,Hawlucha,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
702,デデンネ,데덴네,Dedenne,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
703,メレシー,멜리시,Carbink,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
704,ヌメラ,미끄메라,Goomy,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
705,ヌメイル,미끄네일,Sliggoo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
706,ヌメルゴン,미끄래곤,Goodra,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
707,クレッフィ,클레피,Klefki,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
708,ボクレー,나목령,Phantump,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
709,オーロット,대로트,Trevenant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
710,バケッチャ,호바귀,Pumpkaboo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
711,パンプジン,펌킨인,Gourgeist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
712,カチコール,꽁어름,Bergmite,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
713,クレベース,크레베이스,Avalugg,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
714,オンバット,음뱃,Noibat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
715,オンバーン,음번,Noivern,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
716,ゼルネアス,제르네아스,Xerneas,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
717,イベルタル,이벨타르,Yveltal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
718,ジガルデ,지가르데,Zygarde,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
719,ディアンシー,디안시,Diancie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
720,フーパ,후파,Hoopa,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
721,ボルケニオン,볼케니온,Volcanion,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
722,モクロー,나몰빼미,Rowlet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
723,フクスロー,빼미스로우,Dartrix,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
724,ジュナイパー,모크나이퍼,Decidueye,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
725,ニャビー,냐오불,Litten,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
726,ニャヒート,냐오히트,Torracat,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
727,ガオガエン,어흥염,Incineroar,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
728,アシマリ,누리공,Popplio,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
729,オシャマリ,키요공,Brionne,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
730,アシレーヌ,누리레느,Primarina,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
731,ツツケラ,콕코구리,Pikipek,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
732,ケララッパ,크라파,Trumbeak,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
733,ドデカバシ,왕큰부리,Toucannon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
734,ヤングース,영구스,Yungoos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
735,デカグース,형사구스,Gumshoos,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
736,アゴジムシ,턱지충이,Grubbin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
737,デンヂムシ,전지충이,Charjabug,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
738,クワガノン,투구뿌논,Vikavolt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
739,マケンカニ,오기지게,Crabrawler,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
740,ケケンカニ,모단단게,Crabominable,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
741,オドリドリ,춤추새,Oricorio,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
742,アブリー,에블리,Cutiefly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
743,アブリボン,에리본,Ribombee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
744,イワンコ,암멍이,Rockruff,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
745,ルガルガン,루가루암,Lycanroc,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
746,ヨワシ,약어리,Wishiwashi,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
747,ヒドイデ,시마사리,Mareanie,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
748,ドヒドイデ,더시마사리,Toxapex,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
749,ドロバンコ,머드나기,Mudbray,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
750,バンバドロ,만마드,Mudsdale,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
751,シズクモ,물거미,Dewpider,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
752,オニシズクモ,깨비물거미,Araquanid,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
753,カリキリ,짜랑랑,Fomantis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
754,ラランテス,라란티스,Lurantis,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
755,ネマシュ,자마슈,Morelull,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
756,マシェード,마셰이드,Shiinotic,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
757,ヤトウモリ,야도뇽,Salandit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
758,エンニュート,염뉴트,Salazzle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
759,ヌイコグマ,포곰곰,Stufful,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
760,キテルグマ,이븐곰,Bewear,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
761,アマカジ,달콤아,Bounsweet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
762,アママイコ,달무리나,Steenee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
763,アマージョ,달코퀸,Tsareena,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
764,キュワワー,큐아링,Comfey,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
765,ヤレユータン,하랑우탄,Oranguru,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
766,ナゲツケサル,내던숭이,Passimian,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
767,コソクムシ,꼬시레,Wimpod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
768,グソクムシャ,갑주무사,Golisopod,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
769,スナバァ,모래꿍,Sandygast,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
770,シロデスナ,모래성이당,Palossand,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
771,ナマコブシ,해무기,Pyukumuku,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
772,タイプ：ヌル,타입:널,Type: Null,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
773,シルヴァディ,실버디,Silvally,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
774,メテノ,메테노,Minior,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
775,ネッコアラ,자말라,Komala,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
776,バクガメス,폭거북스,Turtonator,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
777,トゲデマル,토게데마루,Togedemaru,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
778,ミミッキュ,따라큐,Mimikyu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
779,ハギギシリ,치갈기,Bruxish,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
780,ジジーロン,할비롱,Drampa,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
781,ダダリン,타타륜,Dhelmise,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
782,ジャラコ,짜랑꼬,Jangmo-o,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
783,ジャランゴ,짜랑고우,Hakamo-o,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
784,ジャラランガ,짜랑고우거,Kommo-o,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
785,カプ・コケコ,카푸꼬꼬꼭,Tapu Koko,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
786,カプ・テテフ,카푸나비나,Tapu Lele,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
787,カプ・ブルル,카푸브루루,Tapu Bulu,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
788,カプ・レヒレ,카푸느지느,Tapu Fini,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
789,コスモッグ,코스모그,Cosmog,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
790,コスモウム,코스모움,Cosmoem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
791,ソルガレオ,솔가레오,Solgaleo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
792,ルナアーラ,루나아라,Lunala,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
793,ウツロイド,텅비드,Nihilego,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
794,マッシブーン,매시붕,Buzzwole,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
795,フェローチェ,페로코체,Pheromosa,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
796,デンジュモク,전수목,Xurkitree,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
797,テッカグヤ,철화구야,Celesteela,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
798,カミツルギ,종이신도,Kartana,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
799,アクジキング,악식킹,Guzzlord,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
800,ネクロズマ,네크로즈마,Necrozma,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
801,マギアナ,마기아나,Magearna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
802,マーシャドー,마샤도,Marshadow,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
803,ベベノム,베베놈,Poipole,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
804,アーゴヨン,아고용,Naganadel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
805,ツンデツンデ,차곡차곡,Stakataka,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
806,ズガドーン,두파팡,Blacephalon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
807,ゼラオラ,제라오라,Zeraora,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
808,メルタン,멜탄,Meltan,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
809,メルメタル,멜메탈,Melmetal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
810,サルノリ,흥나숭,Grookey,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
811,バチンキー,채키몽,Thwackey,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
812,ゴリランダー,고릴타,Rillaboom,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
813,ヒバニー,염버니,Scorbunny,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
814,ラビフット,래비풋,Raboot,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
815,エースバーン,에이스번,Cinderace,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
816,メッソン,울머기,Sobble,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
817,ジメレオン,누겔레온,Drizzile,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
818,インテレオン,인텔리레온,Inteleon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
819,ホシガリス,탐리스,Skwovet,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
820,ヨクバリス,요씽리스,Greedent,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
821,ココガラ,파라꼬,Rookidee,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
822,アオガラス,파크로우,Corvisquire,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
823,アーマーガア,아머까오,Corviknight,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
824,サッチムシ,두루지벌레,Blipbug,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
825,レドームシ,레돔벌레,Dottler,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
826,イオルブ,이올브,Orbeetle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
827,クスネ,훔처우,Nickit,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
828,フォクスライ,폭슬라이,Thievul,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
829,ヒメンカ,꼬모카,Gossifleur,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
830,ワタシラガ,백솜모카,Eldegoss,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
831,ウールー,우르,Wooloo,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
832,バイウールー,배우르,Dubwool,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
833,カムカメ,깨물부기,Chewtle,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
834,カジリガメ,갈가부기,Drednaw,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
835,ワンパチ,멍파치,Yamper,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
836,パルスワン,펄스멍,Boltund,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
837,タンドン,탄동,Rolycoly,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
838,トロッゴン,탄차곤,Carkol,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
839,セキタンザン,석탄산,Coalossal,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
840,カジッチュ,과사삭벌레,Applin,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
841,アップリュー,애프룡,Flapple,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
842,タルップル,단지래플,Appletun,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
843,スナヘビ,모래뱀,Silicobra,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
844,サダイジャ,사다이사,Sandaconda,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
845,ウッウ,윽우지,Cramorant,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
846,サシカマス,찌로꼬치,Arrokuda,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
847,カマスジョー,꼬치조,Barraskewda,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
848,エレズン,일레즌,Toxel,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
849,ストリンダー,스트린더,Toxtricity,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
850,ヤクデ,태우지네,Sizzlipede,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
851,マルヤクデ,다태우지네,Centiskorch,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
852,タタッコ,때때무노,Clobbopus,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
853,オトスパス,케오퍼스,Grapploct,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
854,ヤバチャ,데인차,Sinistea,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
855,ポットデス,포트데스,Polteageist,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
856,ミブリム,몸지브림,Hatenna,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
857,テブリム,손지브림,Hattrem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
858,ブリムオン,브리무음,Hatterene,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
859,ベロバー,메롱꿍,Impidimp,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
860,ギモー,쏘겨모,Morgrem,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
861,オーロンゲ,오롱털,Grimmsnarl,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
862,タチフサグマ,가로막구리,Obstagoon,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
863,ニャイキング,나이킹,Perrserker,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
