path,root,size,blob_sha,category,action,role,source_commit
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarktitan.png,PKHeX.Drawing.Misc,2317,42203ca02b635035eeed6a4098fc9ca92c5695b6,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkuncommon.png,PKHeX.Drawing.Misc,2435,66694584d28ddc7648622e71ce476cc3aa5399c5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkunsure.png,PKHeX.Drawing.Misc,1366,936cdb81b729525a5e0a54b966c8e8c24332d4d1,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkupbeat.png,PKHeX.Drawing.Misc,1821,b3216fad9c11ff7901eb228724c25a5a8ed727c5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkvigor.png,PKHeX.Drawing.Misc,1409,d136b10fa57fcc1e99616e61f4f857014996a82b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkzeroenergy.png,PKHeX.Drawing.Misc,1404,96885ce6046758e8ef99c8aff0479752cf7a3a11,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmarkzonedout.png,PKHeX.Drawing.Misc,1458,804fd97978ee2328146122dafa18c9c7f17eded9,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmasterbeauty.png,PKHeX.Drawing.Misc,2607,d903088cc70dd1d1d3dfdac13c18d50ea1614f19,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmastercleverness.png,PKHeX.Drawing.Misc,2627,89d006452a2b239b3021b13b468e4aeafe842855,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmastercoolness.png,PKHeX.Drawing.Misc,2569,b59e9d79b8336af9455836e5233b39cf246abb29,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmastercuteness.png,PKHeX.Drawing.Misc,2595,2eb2cf85e6baf29b3c6f912655bdc18ca37d1cea,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmasterrank.png,PKHeX.Drawing.Misc,3838,afa145af28f63031d62df911822a95e89293184d,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonmastertoughness.png,PKHeX.Drawing.Misc,2619,3143dc9e0c2ecd080f70444fba91e643622c1254,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonnational.png,PKHeX.Drawing.Misc,2990,c23c5466d0e39b2601a8b8da54e742fbfff2184a,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbononceinalifetime.png,PKHeX.Drawing.Misc,2810,c0cc0cd5eb25820db7dcb964da7a0a28d055e6fa,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonpartner.png,PKHeX.Drawing.Misc,2899,7b6c5566c6f6dd81b135a72ea2887c3f0b68848a,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonpremier.png,PKHeX.Drawing.Misc,2675,78e177eb68003b296d160af924a1a1c172925f8f,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonrecord.png,PKHeX.Drawing.Misc,2073,9e82d4997686d8c9eaf4eb277dc2aff86af18fbf,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonrelax.png,PKHeX.Drawing.Misc,2114,84e5bc047a8105af32b8e75ad727bb7c5b2d57d8,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonroyal.png,PKHeX.Drawing.Misc,2411,978ac3a1c62c386a478a9a1ed04bf14f37db63b6,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonshock.png,PKHeX.Drawing.Misc,2088,bafc98e7a7a3e984d40d19a605632bce2782eb16,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonsmile.png,PKHeX.Drawing.Misc,2108,e2d8c6baa27228625f3425693cbc367838fc7b8c,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonsnooze.png,PKHeX.Drawing.Misc,2105,4bee8acac5140592f34989be9a24dceaf1e82277,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonsouvenir.png,PKHeX.Drawing.Misc,2764,6c144b95449761db29b20081fce47a79d6baf039,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonspecial.png,PKHeX.Drawing.Misc,2730,71dcf4032007bf014fcaafe3b18d42654de58941,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbontowermaster.png,PKHeX.Drawing.Misc,1866,b61cbb3f64f6670518b0b6c7f37b4ee93e854c25,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbontraining.png,PKHeX.Drawing.Misc,2525,eafd34a7475b3173291a5f9bfdefb4cb65aab60a,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbontwinklingstar.png,PKHeX.Drawing.Misc,2751,45b8cc35ebf5f80a116bd46d97031e04b115c1b3,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonvictory.png,PKHeX.Drawing.Misc,276,fdcdfc0068b817e1895a47863ede78ff8d306297,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonwinning.png,PKHeX.Drawing.Misc,252,395a1de7b8f49aa62078066538ba30991ac429e1,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonwishing.png,PKHeX.Drawing.Misc,3249,66b3862c9b647685d1ef68720efaf7b4e15e3fc8,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/ribbons/ribbonworld.png,PKHeX.Drawing.Misc,2212,ada1c94adaa4834e277e00a88a392133b31f4806,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_00.png,PKHeX.Drawing.Misc,639,48269dc668da2466ec86bb0abcc0a29f670d02a1,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_01.png,PKHeX.Drawing.Misc,552,e0435310a03c333ffdaeff31899083aebb02ff35,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_02.png,PKHeX.Drawing.Misc,525,dbbdc9e5e7796da375cf17dda39fc596498fdb38,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_03.png,PKHeX.Drawing.Misc,565,98e0d815bacd74e5105e2daf62f492faacbf0c30,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_04.png,PKHeX.Drawing.Misc,530,ed8addd11a3ff0e265b87a491423513cd5a71c05,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_05.png,PKHeX.Drawing.Misc,456,f584d0da627607029b6726fb5873cd977221e16b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_06.png,PKHeX.Drawing.Misc,516,1d1bca9820c76bc0870932db00593197e8c88060,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_07.png,PKHeX.Drawing.Misc,522,c1dad206d6b9eaf247f14dd0527124b011a3e7d1,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_08.png,PKHeX.Drawing.Misc,495,32277a6e9ad11bf238e5599be215b74503379685,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_09.png,PKHeX.Drawing.Misc,480,78dca73a592fcfd2be3292210a799c8c65ab23c5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_10.png,PKHeX.Drawing.Misc,615,dd2f1e94c499114c1b24345f91e7efcc88381d23,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_11.png,PKHeX.Drawing.Misc,428,106ae31d75fbab0ec8e7119150e0b86f9c055f7a,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_12.png,PKHeX.Drawing.Misc,472,42c5491a74f583f467b496574e59a6f2aad7248a,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_128.png,PKHeX.Drawing.Misc,367,c97f286be43010e0211dde5c68a87c1847dd77af,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_129.png,PKHeX.Drawing.Misc,279,8093ddce38743d8ee792d1070e09a8697fdb8853,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_13.png,PKHeX.Drawing.Misc,455,06e5e990fb81666f4fa0117a14eb635dad26dbfb,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_14.png,PKHeX.Drawing.Misc,584,40ca3d2ff5d19c713feac9b5557fe6371d7ea3e1,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_15.png,PKHeX.Drawing.Misc,544,fdb0d78c99a1bba1ef4bf03d09658c7b57731cb5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_16.png,PKHeX.Drawing.Misc,429,200509fcadfc79108b2891213d245f75363136c2,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_17.png,PKHeX.Drawing.Misc,85,8f2d568c6680d2f95b943c452fa06d6ffff30439,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_18.png,PKHeX.Drawing.Misc,501,2e0582e54f3c9de0c759311c17217e5b16a5aca0,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_19.png,PKHeX.Drawing.Misc,501,0b5648588c83c70d7a2b8d7bb7e9660fbe5fff45,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_20.png,PKHeX.Drawing.Misc,498,35c095c73c5adec99ea280fda6eb98e98523f31b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_21.png,PKHeX.Drawing.Misc,483,d725402c023761d4c9c8997114aa72a3dfeaad25,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_22.png,PKHeX.Drawing.Misc,431,fbb8c353ab6616b77275ff9fa0b716f132e4b66e,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_23.png,PKHeX.Drawing.Misc,498,f7fa8cc2cbdc54d4d79a23f8e9714caa41553729,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_24.png,PKHeX.Drawing.Misc,520,ae6e1272e89de1227fbd18778797fa1d79dbad20,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_25.png,PKHeX.Drawing.Misc,85,8f2d568c6680d2f95b943c452fa06d6ffff30439,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_26.png,PKHeX.Drawing.Misc,513,9127120bf4bee35e6cb035979b9567f77b2d59a6,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_27.png,PKHeX.Drawing.Misc,445,3e590f5726c1ed29729615f963af620478af8c2b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_28.png,PKHeX.Drawing.Misc,458,ac70476b2158b77b6e13bfe03f06d5d337b817ce,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_29.png,PKHeX.Drawing.Misc,474,93dbe0cf8291c4261d5fbd3d797ec5ad93edb913,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_30.png,PKHeX.Drawing.Misc,470,17abea5e11aeb83667fd0af321ba28f4f5adadb4,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_31.png,PKHeX.Drawing.Misc,435,154a7680a1de6271fc5a30580b67a161d0f8ef8b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_32.png,PKHeX.Drawing.Misc,451,c53dc149c019e48dd220b765462050ae32051e90,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_33.png,PKHeX.Drawing.Misc,539,8cb1371302e4e90d7ea244044cb692e2701fff20,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_34.png,PKHeX.Drawing.Misc,544,213fe2f61ee92607632f0da289adddce8f890788,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_35.png,PKHeX.Drawing.Misc,390,16ee26d4e9b544b5d8e5396811cb9d7297b1b750,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_36.png,PKHeX.Drawing.Misc,441,da0c8d92f1cdbad6087d771511146b35ef791f44,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_37.png,PKHeX.Drawing.Misc,435,6ff9b73d57f8b21443926d901c2ae8cf77e47f7b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_38.png,PKHeX.Drawing.Misc,540,a1e18f95510abfa08184cc7a5c98d89be4526a98,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_39.png,PKHeX.Drawing.Misc,85,8f2d568c6680d2f95b943c452fa06d6ffff30439,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_40.png,PKHeX.Drawing.Misc,527,61c53e4df996a5fddacaf326b11ac6dc6c281136,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_41.png,PKHeX.Drawing.Misc,454,e31f1ab7352ebd0ebf3ec193e805751ea545f3bc,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_42.png,PKHeX.Drawing.Misc,449,031d4676e1a77f122dd94dfe1631462711da495b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_43.png,PKHeX.Drawing.Misc,428,a15e47109ccec72e98adbda191d6f283fc1e7847,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_44.png,PKHeX.Drawing.Misc,435,154a7680a1de6271fc5a30580b67a161d0f8ef8b,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_45.png,PKHeX.Drawing.Misc,442,0d421cb1e3ec2c9c2f8f7fa6fc90138c16b13be5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_46.png,PKHeX.Drawing.Misc,456,ab25baa0c91cf425eaf3976de82b4d13d315f45d,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_47.png,PKHeX.Drawing.Misc,539,8cb1371302e4e90d7ea244044cb692e2701fff20,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_48.png,PKHeX.Drawing.Misc,430,e91cf2b4ea82a5b9dfd529647df765d125b8d2df,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_49.png,PKHeX.Drawing.Misc,432,7872980e02ea6ad7ba49562ff26fe43a578a20df,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_50.png,PKHeX.Drawing.Misc,422,61b51731aa032f42be8f0014e91181c91172a393,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_51.png,PKHeX.Drawing.Misc,458,72c92a5dcb87abf2e9d5ed385c1c80c4cb0619e5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_52.png,PKHeX.Drawing.Misc,434,2fc77bd097a18a14bea06b6cf18edc099aae6c35,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_53.png,PKHeX.Drawing.Misc,486,c85312024a48f3b5587c8a54eb94d0a7ecba9849,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_54.png,PKHeX.Drawing.Misc,460,a1b4d259e7bff30440cc0714bd715831ebe51bfa,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_55.png,PKHeX.Drawing.Misc,450,dee884fdd606e1a4cb0e19715c31f0eb0255cdca,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_56.png,PKHeX.Drawing.Misc,449,10e2cc8b7a7799fb32faf64052e815a05e594c11,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_57.png,PKHeX.Drawing.Misc,431,71295235f6c3574b286b9baceb6862cb8af8f8ed,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_58.png,PKHeX.Drawing.Misc,462,e15bdd72bf29cbb8a2cb69a7a5fcbb1e0c6215f3,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_59.png,PKHeX.Drawing.Misc,438,2cf4b93b61eb3e33c626b4242700aac9c387868d,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_60.png,PKHeX.Drawing.Misc,482,da0272f6107a4e89283b456ec696e0dc2fa96268,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_61.png,PKHeX.Drawing.Misc,449,23937996170eb504a1b1fabd3a6929a43b1c5209,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_62.png,PKHeX.Drawing.Misc,442,aff494700e7caaeee3a1e8c9996a2c5470731ce4,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_63.png,PKHeX.Drawing.Misc,448,7d654135d81570af3b85f2bec09df3ca9badaf85,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_64.png,PKHeX.Drawing.Misc,454,852f0d14cc601232709a2462e87243801df7c42e,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_65.png,PKHeX.Drawing.Misc,463,aae9632f97147471ddaaa2729a22c428d2e971d5,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_66.png,PKHeX.Drawing.Misc,416,26c20dc471a8763ebf8c0f2124e0d8cfe0166e7d,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_67.png,PKHeX.Drawing.Misc,446,72406d4c20ec8f05470f18710e58d0a395d9dbbd,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
PKHeX.Drawing.Misc/Resources/img/Trainer Sprites/tr_68.png,PKHeX.Drawing.Misc,427,ddec49ae05f369cccbdd08bab2d09369debcd103,drawing,do_not_import,Rendering/sprite UI dependencies,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
