species_num,species,full_name,form_name,introduced_gen,state_kind,persistence,required_item,required_move,required_ability,required_tera_type,changes_from,battle_only_from,trigger_evidence,reset_evidence,notes
652,Chesnaught,Chesnaught-Mega,Mega,9,battle_transformation,battle/temporary,Chesnaughtite,,,,,,item=Chesnaughtite,see generation research / battle-state rules,
655,Delphox,Delphox,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
655,Delphox,Delphox-Mega,Mega,9,battle_transformation,battle/temporary,Delphoxite,,,,,,item=Delphoxite,see generation research / battle-state rules,
658,Greninja,Greninja,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
658,Greninja,Greninja-Bond,Bond,7,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
658,Greninja,Greninja-Ash,Ash,7,battle_only_form,battle/temporary,,,Battle Bond,,,Greninja-Bond,ability=Battle Bond,see generation research / battle-state rules,
658,Greninja,Greninja-Mega,Mega,9,battle_transformation,battle/temporary,Greninjite,,,,,,item=Greninjite,see generation research / battle-state rules,
664,Scatterbug,Scatterbug-Icy Snow-Internal,Icy Snow,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Polar-Internal,Polar,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Tundra-Internal,Tundra,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Continental-Internal,Continental,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Garden-Internal,Garden,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Elegant-Internal,Elegant,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Meadow-Internal,Meadow,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Modern-Internal,Modern,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Marine-Internal,Marine,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Archipelago-Internal,Archipelago,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-High Plains-Internal,High Plains,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Sandstorm-Internal,Sandstorm,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-River-Internal,River,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Monsoon-Internal,Monsoon,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Savanna-Internal,Savanna,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Sun-Internal,Sun,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Ocean-Internal,Ocean,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
664,Scatterbug,Scatterbug-Jungle-Internal,Jungle,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Icy Snow-Internal,Icy Snow,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Polar-Internal,Polar,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Tundra-Internal,Tundra,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Continental-Internal,Continental,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Garden-Internal,Garden,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Elegant-Internal,Elegant,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Meadow-Internal,Meadow,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Modern-Internal,Modern,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Marine-Internal,Marine,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Archipelago-Internal,Archipelago,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-High Plains-Internal,High Plains,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Sandstorm-Internal,Sandstorm,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-River-Internal,River,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Monsoon-Internal,Monsoon,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Savanna-Internal,Savanna,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Sun-Internal,Sun,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Ocean-Internal,Ocean,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
665,Spewpa,Spewpa-Jungle-Internal,Jungle,6,hidden_persistent_form_value,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Hidden form value carried toward Vivillon pattern; pre-evolution appearance does not visibly change.
666,Vivillon,Vivillon-Icy Snow,Icy Snow,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Polar,Polar,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Tundra,Tundra,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Continental,Continental,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Garden,Garden,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Elegant,Elegant,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon,Meadow,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Modern,Modern,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Marine,Marine,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Archipelago,Archipelago,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-High Plains,High Plains,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Sandstorm,Sandstorm,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-River,River,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Monsoon,Monsoon,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Savanna,Savanna,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Sun,Sun,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Ocean,Ocean,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Jungle,Jungle,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Fancy,Fancy,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
666,Vivillon,Vivillon-Pokeball,Pokeball,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
668,Pyroar,Pyroar,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
668,Pyroar,Pyroar-Mega,Mega,9,battle_transformation,battle/temporary,Pyroarite,,,,,,item=Pyroarite,see generation research / battle-state rules,
669,Flabe\u0301be\u0301,Flabe\u0301be\u0301,Red,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
669,Flabe\u0301be\u0301,Flabe\u0301be\u0301-Yellow,Yellow,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
669,Flabe\u0301be\u0301,Flabe\u0301be\u0301-Orange,Orange,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
669,Flabe\u0301be\u0301,Flabe\u0301be\u0301-Blue,Blue,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
669,Flabe\u0301be\u0301,Flabe\u0301be\u0301-White,White,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
670,Floette,Floette,Red,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
670,Floette,Floette-Yellow,Yellow,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
670,Floette,Floette-Orange,Orange,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
670,Floette,Floette-Blue,Blue,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
670,Floette,Floette-White,White,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
670,Floette,Floette-Eternal,Eternal,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
670,Floette,Floette-Mega,Mega,9,battle_transformation,battle/temporary,Floettite,,,,,Floette-Eternal,item=Floettite,see generation research / battle-state rules,
671,Florges,Florges,Red,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
671,Florges,Florges-Yellow,Yellow,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
671,Florges,Florges-Orange,Orange,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
671,Florges,Florges-Blue,Blue,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
671,Florges,Florges-White,White,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou,Natural,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
676,Furfrou,Furfrou-Heart,Heart,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Star,Star,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Diamond,Diamond,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Debutante,Debutante,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Matron,Matron,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Dandy,Dandy,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-La Reine,La Reine,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Kabuki,Kabuki,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
676,Furfrou,Furfrou-Pharaoh,Pharaoh,6,cosmetic_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,"Referenced by Showdown base-form list; no standalone block, parameters inherited from base."
678,Meowstic,Meowstic,M,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
678,Meowstic,Meowstic-F,F,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
678,Meowstic,Meowstic-M-Mega,M-Mega,9,battle_transformation,battle/temporary,Meowsticite,,,,,Meowstic,item=Meowsticite,see generation research / battle-state rules,
678,Meowstic,Meowstic-F-Mega,F-Mega,9,battle_transformation,battle/temporary,Meowsticite,,,,,Meowstic-F,item=Meowsticite,see generation research / battle-state rules,
681,Aegislash,Aegislash,Shield,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
681,Aegislash,Aegislash-Blade,Blade,6,battle_only_form,battle/temporary,,,Stance Change,,,Aegislash,ability=Stance Change,see generation research / battle-state rules,
687,Malamar,Malamar,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
687,Malamar,Malamar-Mega,Mega,9,battle_transformation,battle/temporary,Malamarite,,,,,,item=Malamarite,see generation research / battle-state rules,
689,Barbaracle,Barbaracle,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
689,Barbaracle,Barbaracle-Mega,Mega,9,battle_transformation,battle/temporary,Barbaracite,,,,,,item=Barbaracite,see generation research / battle-state rules,
691,Dragalge,Dragalge,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
691,Dragalge,Dragalge-Mega,Mega,9,battle_transformation,battle/temporary,Dragalgite,,,,,,item=Dragalgite,see generation research / battle-state rules,
701,Hawlucha,Hawlucha,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
701,Hawlucha,Hawlucha-Mega,Mega,9,battle_transformation,battle/temporary,Hawluchanite,,,,,,item=Hawluchanite,see generation research / battle-state rules,
705,Sliggoo,Sliggoo,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
705,Sliggoo,Sliggoo-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
706,Goodra,Goodra,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
706,Goodra,Goodra-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
710,Pumpkaboo,Pumpkaboo,Average,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
710,Pumpkaboo,Pumpkaboo-Small,Small,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
710,Pumpkaboo,Pumpkaboo-Large,Large,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
710,Pumpkaboo,Pumpkaboo-Super,Super,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
711,Gourgeist,Gourgeist,Average,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
711,Gourgeist,Gourgeist-Small,Small,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
711,Gourgeist,Gourgeist-Large,Large,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
711,Gourgeist,Gourgeist-Super,Super,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
713,Avalugg,Avalugg,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
713,Avalugg,Avalugg-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
713,Avalugg,Avalugg-Hisui-Lord,Hisuian-Lord,8,scripted_boss_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,Pokémon Legends: Arceus Lord/Lady form; not a normal player-owned form.
716,Xerneas,Xerneas-Neutral,Neutral,6,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
716,Xerneas,Xerneas,Active,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
718,Zygarde,Zygarde,50%,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
718,Zygarde,Zygarde-10%,10%,7,persistent_identity,persistent/derived,,,,,Zygarde,,changesFrom=Zygarde,see generation research / battle-state rules,
718,Zygarde,Zygarde-Complete,Complete,7,ability_derived,context-dependent,,,Power Construct,,,,ability=Power Construct,see generation research / battle-state rules,
718,Zygarde,Zygarde-Mega,Mega,9,battle_transformation,battle/temporary,Zygardite,,,,,,item=Zygardite,see generation research / battle-state rules,
719,Diancie,Diancie,Base,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
719,Diancie,Diancie-Mega,Mega,6,battle_transformation,battle/temporary,Diancite,,,,,,item=Diancite,see generation research / battle-state rules,
720,Hoopa,Hoopa,Confined,6,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
720,Hoopa,Hoopa-Unbound,Unbound,6,persistent_identity,persistent/derived,,,,,Hoopa,,changesFrom=Hoopa,see generation research / battle-state rules,
724,Decidueye,Decidueye,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
724,Decidueye,Decidueye-Hisui,Hisui,8,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
735,Gumshoos,Gumshoos,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
735,Gumshoos,Gumshoos-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
738,Vikavolt,Vikavolt,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
738,Vikavolt,Vikavolt-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
740,Crabominable,Crabominable,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
740,Crabominable,Crabominable-Mega,Mega,9,battle_transformation,battle/temporary,Crabominite,,,,,,item=Crabominite,see generation research / battle-state rules,
741,Oricorio,Oricorio,Baile,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
741,Oricorio,Oricorio-Pom-Pom,Pom-Pom,7,persistent_identity,persistent/derived,,,,,Oricorio,,changesFrom=Oricorio,see generation research / battle-state rules,
741,Oricorio,Oricorio-Pa'u,Pa'u,7,persistent_identity,persistent/derived,,,,,Oricorio,,changesFrom=Oricorio,see generation research / battle-state rules,
741,Oricorio,Oricorio-Sensu,Sensu,7,persistent_identity,persistent/derived,,,,,Oricorio,,changesFrom=Oricorio,see generation research / battle-state rules,
743,Ribombee,Ribombee,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
743,Ribombee,Ribombee-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
744,Rockruff,Rockruff,Midday,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
744,Rockruff,Rockruff-Dusk,Dusk,7,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
745,Lycanroc,Lycanroc,Midday,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
745,Lycanroc,Lycanroc-Midnight,Midnight,7,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
745,Lycanroc,Lycanroc-Dusk,Dusk,7,persistent_identity,persistent/derived,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
746,Wishiwashi,Wishiwashi,Solo,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
746,Wishiwashi,Wishiwashi-School,School,7,battle_only_form,battle/temporary,,,Schooling,,,Wishiwashi,ability=Schooling,see generation research / battle-state rules,
752,Araquanid,Araquanid,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
752,Araquanid,Araquanid-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
754,Lurantis,Lurantis,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
754,Lurantis,Lurantis-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
758,Salazzle,Salazzle,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
758,Salazzle,Salazzle-Totem,Totem,7,hidden_internal_form,context-dependent,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
768,Golisopod,Golisopod,Base,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
768,Golisopod,Golisopod-Mega,Mega,9,battle_transformation,battle/temporary,Golisopite,,,,,,item=Golisopite,see generation research / battle-state rules,
773,Silvally,Silvally,Normal,7,base_form,base,,,,,,,see generation research / internal form rules,see generation research / battle-state rules,
773,Silvally,Silvally-Fighting,Fighting,7,held_item_derived,persistent/derived,Fighting Memory,,,,Silvally,,item=Fighting Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Flying,Flying,7,held_item_derived,persistent/derived,Flying Memory,,,,Silvally,,item=Flying Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Poison,Poison,7,held_item_derived,persistent/derived,Poison Memory,,,,Silvally,,item=Poison Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Ground,Ground,7,held_item_derived,persistent/derived,Ground Memory,,,,Silvally,,item=Ground Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Rock,Rock,7,held_item_derived,persistent/derived,Rock Memory,,,,Silvally,,item=Rock Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Bug,Bug,7,held_item_derived,persistent/derived,Bug Memory,,,,Silvally,,item=Bug Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Ghost,Ghost,7,held_item_derived,persistent/derived,Ghost Memory,,,,Silvally,,item=Ghost Memory; changesFrom=Silvally,see generation research / battle-state rules,
773,Silvally,Silvally-Steel,Steel,7,held_item_derived,persistent/derived,Steel Memory,,,,Silvally,,item=Steel Memory; changesFrom=Silvally,see generation research / battle-state rules,
