category,resource_index,index_semantics,japanese,korean,english,source_ja,source_ko,source_en,source_commit
items,438,global_item_text_index_verify_per_game,はつでんしょキー,발전소키,Works Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,439,global_item_text_index_verify_per_game,こだいのおまもり,고대의부적,Old Charm,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,440,global_item_text_index_verify_per_game,ギンガだんのカギ,갤럭시단의열쇠,Galactic Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,441,global_item_text_index_verify_per_game,あかいくさり,빨강사슬,Red Chain,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,442,global_item_text_index_verify_per_game,タウンマップ,타운맵,Town Map,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,443,global_item_text_index_verify_per_game,バトルサーチャー,배틀서처,Vs. Seeker,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,444,global_item_text_index_verify_per_game,コインケース,동전케이스,Coin Case,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,445,global_item_text_index_verify_per_game,ボロのつりざお,낡은낚싯대,Old Rod,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,446,global_item_text_index_verify_per_game,いいつりざお,좋은낚싯대,Good Rod,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,447,global_item_text_index_verify_per_game,すごいつりざお,대단한낚싯대,Super Rod,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,448,global_item_text_index_verify_per_game,コダックじょうろ,고라파덕물뿌리개,Sprayduck,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,449,global_item_text_index_verify_per_game,ポフィンケース,포핀케이스,Poffin Case,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,450,global_item_text_index_verify_per_game,じてんしゃ,자전거,Bike,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,451,global_item_text_index_verify_per_game,ルームキー,룸키,Suite Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,452,global_item_text_index_verify_per_game,オーキドのてがみ,오박사의편지,Oak’s Letter,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,453,global_item_text_index_verify_per_game,みかづきのはね,초승달깃털,Lunar Feather,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,454,global_item_text_index_verify_per_game,メンバーズカード,멤버스카드,Member Card,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,455,global_item_text_index_verify_per_game,てんかいのふえ,천계의피리,Azure Flute,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,456,global_item_text_index_verify_per_game,ふねのチケット,승선티켓,S.S. Ticket,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,457,global_item_text_index_verify_per_game,コンテストパス,콘테스트패스,Contest Pass,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,458,global_item_text_index_verify_per_game,かざんのおきいし,화산의돌,Magma Stone,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,459,global_item_text_index_verify_per_game,おとどけもの,전해줄물건,Parcel,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,460,global_item_text_index_verify_per_game,ひきかえけん１,교환권1,Coupon 1,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,461,global_item_text_index_verify_per_game,ひきかえけん２,교환권2,Coupon 2,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,462,global_item_text_index_verify_per_game,ひきかえけん３,교환권3,Coupon 3,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,463,global_item_text_index_verify_per_game,そうこのカギ,창고열쇠,Storage Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,464,global_item_text_index_verify_per_game,ひでんのくすり,비전신약,Secret Medicine,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,465,global_item_text_index_verify_per_game,バトルレコーダー,배틀레코더,Vs. Recorder,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,466,global_item_text_index_verify_per_game,グラシデアのはな,그라시데아꽃,Gracidea,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,467,global_item_text_index_verify_per_game,ひみつのカギ,비밀의열쇠,Secret Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,468,global_item_text_index_verify_per_game,ぼんぐりケース,규토리케이스,Apricorn Box,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,469,global_item_text_index_verify_per_game,アンノーンノート,안농노트,Unown Report,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,470,global_item_text_index_verify_per_game,きのみプランター,나무열매플랜터,Berry Pots,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,471,global_item_text_index_verify_per_game,ダウジングマシン,다우징머신,Dowsing Machine,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,472,global_item_text_index_verify_per_game,ブルーカード,블루카드,Blue Card,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,473,global_item_text_index_verify_per_game,おいしいシッポ,맛있는꼬리,Slowpoke Tail,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,474,global_item_text_index_verify_per_game,とうめいなスズ,크리스탈방울,Clear Bell,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,475,global_item_text_index_verify_per_game,カードキー,카드키,Card Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,476,global_item_text_index_verify_per_game,ちかのかぎ,지하의열쇠,Basement Key,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,477,global_item_text_index_verify_per_game,ゼニガメじょうろ,꼬부기물뿌리개,Squirt Bottle,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,478,global_item_text_index_verify_per_game,あかいウロコ,빨간비늘,Red Scale,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,479,global_item_text_index_verify_per_game,おとしもの,분실물,Lost Item,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,480,global_item_text_index_verify_per_game,リニアパス,리니어패스,Pass,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,481,global_item_text_index_verify_per_game,きかいのぶひん,기계부품,Machine Part,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,482,global_item_text_index_verify_per_game,ぎんいろのはね,은빛깃털,Silver Feather,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,483,global_item_text_index_verify_per_game,にじいろのはね,무지갯빛깃털,Rainbow Feather,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,484,global_item_text_index_verify_per_game,ふしぎなタマゴ,이상한알,Mystery Egg,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,485,global_item_text_index_verify_per_game,あかぼんぐり,빨간규토리,Red Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,486,global_item_text_index_verify_per_game,あおぼんぐり,파란규토리,Blue Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,487,global_item_text_index_verify_per_game,きぼんぐり,노랑규토리,Yellow Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,488,global_item_text_index_verify_per_game,みどぼんぐり,초록규토리,Green Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,489,global_item_text_index_verify_per_game,ももぼんぐり,담홍규토리,Pink Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,490,global_item_text_index_verify_per_game,しろぼんぐり,하얀규토리,White Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,491,global_item_text_index_verify_per_game,くろぼんぐり,검은규토리,Black Apricorn,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,492,global_item_text_index_verify_per_game,スピードボール,스피드볼,Fast Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,493,global_item_text_index_verify_per_game,レベルボール,레벨볼,Level Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,494,global_item_text_index_verify_per_game,ルアーボール,루어볼,Lure Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,495,global_item_text_index_verify_per_game,ヘビーボール,헤비볼,Heavy Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,496,global_item_text_index_verify_per_game,ラブラブボール,러브러브볼,Love Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,497,global_item_text_index_verify_per_game,フレンドボール,프렌드볼,Friend Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,498,global_item_text_index_verify_per_game,ムーンボール,문볼,Moon Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,499,global_item_text_index_verify_per_game,コンペボール,컴퍼티션볼,Sport Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,500,global_item_text_index_verify_per_game,パークボール,파크볼,Park Ball,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,501,global_item_text_index_verify_per_game,フォトアルバム,포토앨범,Photo Album,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,502,global_item_text_index_verify_per_game,ＧＢプレイヤー,GB플레이어,GB Sounds,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,503,global_item_text_index_verify_per_game,うみなりのスズ,해명의방울,Tidal Bell,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,504,global_item_text_index_verify_per_game,いかりまんじゅう,분노의호두과자,Rage Candy Bar,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,505,global_item_text_index_verify_per_game,データカード０１,데이터카드01,Data Card 01,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,506,global_item_text_index_verify_per_game,データカード０２,데이터카드02,Data Card 02,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,507,global_item_text_index_verify_per_game,データカード０３,데이터카드03,Data Card 03,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,508,global_item_text_index_verify_per_game,データカード０４,데이터카드04,Data Card 04,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,509,global_item_text_index_verify_per_game,データカード０５,데이터카드05,Data Card 05,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,510,global_item_text_index_verify_per_game,データカード０６,데이터카드06,Data Card 06,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,511,global_item_text_index_verify_per_game,データカード０７,데이터카드07,Data Card 07,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,512,global_item_text_index_verify_per_game,データカード０８,데이터카드08,Data Card 08,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,513,global_item_text_index_verify_per_game,データカード０９,데이터카드09,Data Card 09,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,514,global_item_text_index_verify_per_game,データカード１０,데이터카드10,Data Card 10,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,515,global_item_text_index_verify_per_game,データカード１１,데이터카드11,Data Card 11,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,516,global_item_text_index_verify_per_game,データカード１２,데이터카드12,Data Card 12,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,517,global_item_text_index_verify_per_game,データカード１３,데이터카드13,Data Card 13,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,518,global_item_text_index_verify_per_game,データカード１４,데이터카드14,Data Card 14,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,519,global_item_text_index_verify_per_game,データカード１５,데이터카드15,Data Card 15,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,520,global_item_text_index_verify_per_game,データカード１６,데이터카드16,Data Card 16,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,521,global_item_text_index_verify_per_game,データカード１７,데이터카드17,Data Card 17,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,522,global_item_text_index_verify_per_game,データカード１８,데이터카드18,Data Card 18,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,523,global_item_text_index_verify_per_game,データカード１９,데이터카드19,Data Card 19,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,524,global_item_text_index_verify_per_game,データカード２０,데이터카드20,Data Card 20,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,525,global_item_text_index_verify_per_game,データカード２１,데이터카드21,Data Card 21,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,526,global_item_text_index_verify_per_game,データカード２２,데이터카드22,Data Card 22,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,527,global_item_text_index_verify_per_game,データカード２３,데이터카드23,Data Card 23,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
items,528,global_item_text_index_verify_per_game,データカード２４,데이터카드24,Data Card 24,PKHeX.Core/Resources/text/items/text_Items_ja.txt,PKHeX.Core/Resources/text/items/text_Items_ko.txt,PKHeX.Core/Resources/text/items/text_Items_en.txt,8ad201e80244f630ab5a46922ab72fb79c5ad4f4
